ID	Assessment	Class	Group_Number	Group	Subgroup	Scope	Severity	Irreversibility	Criticality_20_years_ago	Overall_criticality	Trend_of_change_(of_current_criticality)	Criticality_in_the_next_20_years	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_Relevance_(Value)	Strategic_Relevance_(Rank)	Manageability	Knowledge	Rank	Region	Climate	Human_Development_Index
1355	NA-MNY	Factor	10	Spatial_factors	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	1	NA	NA	NA	World	Tropics	Medium
1356	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	1	NA	NA	NA	World	Tropics	Medium
1357	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	NA	NA	NA	World	Tropics	Medium
1358	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	3	2	2	1	NA	NA	NA	World	Tropics	Medium
1359	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	World	Tropics	Medium
1360	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	3	2	2	1	NA	NA	NA	World	Tropics	Medium
1361	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	World	Tropics	Medium
1362	NA-MNY	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	World	Tropics	Medium
1363	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	2	1	2	2	1	NA	NA	NA	World	Tropics	Medium
1364	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	World	Tropics	Medium
1365	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	World	Tropics	Medium
1366	NA-MNY	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	World	Tropics	Medium
1367	NA-MNY	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	World	Tropics	Medium
1368	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	World	Tropics	Medium
1369	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	World	Tropics	Medium
1370	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	World	Tropics	Medium
1371	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	2	3	3	3	1	NA	NA	NA	World	Tropics	Medium
1372	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	3	3	3	1	NA	NA	NA	World	Tropics	Medium
1373	NA-MNY	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	3	3	3	1	NA	NA	NA	World	Tropics	Medium
1374	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	World	Tropics	Medium
1375	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	3	3	3	1	2	1	NA	World	Tropics	Medium
1376	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	1	NA	NA	NA	World	Tropics	Medium
1377	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	2	3	3	3	1	NA	NA	NA	World	Tropics	Medium
1378	NA-MNY	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	4	1	NA	NA	NA	World	Tropics	Medium
1379	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	4	3	4	4	1	NA	NA	NA	World	Tropics	Medium
1380	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	4	1	NA	NA	NA	World	Tropics	Medium
1381	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	4	4	4	1	NA	NA	NA	World	Tropics	Medium
1382	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	1	1	1	1	4	4	4	7	1	2	1	9	World	Tropics	Medium
1383	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	1	2	3	1	1	1	1	7	1	2	1	9	World	Tropics	Medium
1384	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	3	1	1	1	2	2	7	1	2	1	9	World	Tropics	Medium
1385	NA-MNY	Factor	10	Spatial_factors	NA	NA	NA	NA	1	3	1	1	2	1	2	7	1	2	1	9	World	Tropics	Medium
1386	NA-MNY	Factor	10	Spatial_factors	NA	NA	NA	NA	1	1	1	1	4	4	4	7	1	2	1	9	World	Tropics	Medium
1387	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	3	1	1	1	2	2	7	1	1	1	9	World	Tropics	Medium
1388	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	1	3	2	1	1	2	2	8	2	2	1	8	World	Tropics	Medium
1389	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	3	2	1	1	3	2	8	2	2	1	8	World	Tropics	Medium
1390	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	1	3	1	3	2	3	8	2	2	1	8	World	Tropics	Medium
1391	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	1	3	1	3	3	3	8	2	2	1	8	World	Tropics	Medium
1392	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	2	2	1	3	3	3	8	2	2	1	8	World	Tropics	Medium
1393	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	2	2	1	3	2	3	8	2	2	1	8	World	Tropics	Medium
1394	NA-MNY	Factor	6	Natural_factors	NA	NA	NA	NA	4	1	3	1	3	2	3	8	2	2	1	8	World	Tropics	Medium
1395	NA-MNY	Factor	2	Governance-related_factors	NA	NA	NA	NA	1	2	3	1	3	3	3	9	2	1	2	7	World	Tropics	Medium
1396	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	3	2	1	1	4	3	9	2	2	1	7	World	Tropics	Medium
1397	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	1	3	3	1	1	2	2	9	2	2	1	7	World	Tropics	Medium
1398	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	3	2	1	2	4	3	9	2	2	1	7	World	Tropics	Medium
1399	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	3	3	1	1	2	2	9	2	2	1	7	World	Tropics	Medium
1400	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	3	2	1	3	3	3	9	2	2	1	7	World	Tropics	Medium
1401	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	1	4	1	3	2	3	9	2	2	1	7	World	Tropics	Medium
1402	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	3	3	1	3	1	2	9	2	2	1	7	World	Tropics	Medium
1403	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	3	3	1	1	2	2	9	2	2	1	7	World	Tropics	Medium
1404	NA-MNY	Factor	6	Natural_factors	NA	NA	NA	NA	3	1	3	2	3	2	3	9	2	2	1	7	World	Tropics	Medium
1405	NA-MNY	Factor	1	Demographic_factors	NA	NA	NA	NA	1	3	3	2	3	1	2	10	2	2	2	6	World	Tropics	Medium
1406	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	3	2	1	4	4	4	10	2	2	1	6	World	Tropics	Medium
1407	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	3	3	1	3	2	3	10	2	2	1	6	World	Tropics	Medium
1408	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	1	3	4	3	1	2	10	2	2	1	6	World	Tropics	Medium
1409	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	3	2	1	4	3	4	10	2	2	1	6	World	Tropics	Medium
1410	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	2	3	3	1	2	2	10	2	2	1	6	World	Tropics	Medium
1411	NA-MNY	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	1	4	3	1	2	3	3	11	3	1	1	5	World	Tropics	Medium
1412	NA-MNY	Factor	1	Demographic_factors	NA	NA	NA	NA	1	1	3	4	3	3	3	11	3	2	2	5	World	Tropics	Medium
1413	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	4	3	1	3	2	3	11	3	2	1	5	World	Tropics	Medium
1414	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	1	3	4	3	2	3	11	3	2	1	5	World	Tropics	Medium
1415	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	3	3	1	4	3	4	11	3	2	1	5	World	Tropics	Medium
1416	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	3	2	3	1	4	3	11	3	1	1	5	World	Tropics	Medium
1417	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	3	3	1	4	4	4	11	3	2	1	5	World	Tropics	Medium
1418	NA-MNY	Factor	6	Natural_factors	NA	NA	NA	NA	1	2	2	3	4	3	4	11	3	2	1	5	World	Tropics	Medium
1419	NA-MNY	Factor	6	Natural_factors	NA	NA	NA	NA	1	2	2	3	4	3	4	11	3	4	1	5	World	Tropics	Medium
1420	NA-MNY	Factor	6	Natural_factors	NA	NA	NA	NA	3	3	2	2	4	4	4	11	3	4	1	5	World	Tropics	Medium
1421	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	4	2	2	4	4	4	12	3	2	2	4	World	Tropics	Medium
1422	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	3	4	2	3	2	3	12	3	1	1	4	World	Tropics	Medium
1423	NA-MNY	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	4	4	4	1	2	2	14	4	4	1	3	World	Tropics	Medium
1424	NA-MNY	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	4	4	4	3	3	3	15	4	2	1	2	World	Tropics	Medium
1425	NA-MNY	Factor	6	Natural_factors	NA	NA	NA	NA	4	4	4	4	4	4	4	16	4	4	1	1	World	Tropics	Medium
1426	NA-GMU	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1427	NA-GMU	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1428	NA-GMU	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1429	NA-GMU	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1430	NA-GMU	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1431	NA-GMU	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1432	NA-GMU	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1433	NA-GMU	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1434	NA-GMU	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1436	NA-GMU	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1437	NA-GMU	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1438	NA-GMU	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1439	NA-GMU	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1439	NA-GMU	Factor	10	Spatial_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	World	Tropics	Medium
1440	NA-GMU	Factor	5	Institutional_factors	NA	NA	NA	NA	4	1	1	1	2	1	2	5	1	1	3	9	World	Tropics	Medium
1441	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	1	2	1	1	1	1	5	1	1	1	9	World	Tropics	Medium
1442	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	1	1	1	2	1	2	5	1	2	1	9	World	Tropics	Medium
1443	NA-GMU	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	1	1	1	2	1	2	5	1	2	2	9	World	Tropics	Medium
1444	NA-GMU	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	2	1	1	2	1	2	6	1	2	1	8	World	Tropics	Medium
1445	NA-GMU	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	3	1	1	1	1	1	6	1	2	1	8	World	Tropics	Medium
1446	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	2	2	1	1	1	1	6	1	2	1	8	World	Tropics	Medium
1447	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	1	2	1	2	1	2	6	1	2	1	8	World	Tropics	Medium
1448	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	2	2	1	1	1	1	6	1	2	1	8	World	Tropics	Medium
1449	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	2	2	1	1	1	1	6	1	2	1	8	World	Tropics	Medium
1450	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	3	2	2	1	1	1	1	6	1	2	1	8	World	Tropics	Medium
1451	NA-GMU	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	3	1	1	1	1	1	6	1	2	1	8	World	Tropics	Medium
1452	NA-GMU	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	2	1	1	3	1	2	6	1	1	1	8	World	Tropics	Medium
1453	NA-GMU	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	1	1	1	4	4	4	7	1	2	1	7	World	Tropics	Medium
1454	NA-GMU	Factor	5	Institutional_factors	NA	NA	NA	NA	4	2	2	1	2	1	2	7	1	2	1	7	World	Tropics	Medium
1455	NA-GMU	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	3	1	1	2	1	2	7	1	2	1	7	World	Tropics	Medium
1456	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	2	2	1	1	2	2	7	1	1	3	7	World	Tropics	Medium
1457	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	2	2	1	2	1	2	7	1	1	1	7	World	Tropics	Medium
1458	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	2	2	1	2	2	2	7	1	1	1	7	World	Tropics	Medium
1459	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	2	2	1	3	1	2	7	1	1	1	7	World	Tropics	Medium
1460	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	2	2	1	2	1	2	7	1	1	1	7	World	Tropics	Medium
1461	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	3	1	1	2	2	2	7	1	2	1	7	World	Tropics	Medium
1462	NA-GMU	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	2	2	1	3	1	2	7	1	3	1	7	World	Tropics	Medium
1463	NA-GMU	Factor	5	Institutional_factors	NA	NA	NA	NA	4	4	1	1	2	1	2	8	2	2	1	6	World	Tropics	Medium
1464	NA-GMU	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	4	1	1	3	1	2	8	2	2	1	6	World	Tropics	Medium
1465	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	3	2	1	1	2	2	8	2	2	1	6	World	Tropics	Medium
1466	NA-GMU	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	2	2	1	3	3	3	8	2	2	1	6	World	Tropics	Medium
1467	NA-GMU	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	3	2	1	2	2	2	8	2	2	1	6	World	Tropics	Medium
1468	NA-GMU	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	3	1	1	3	2	3	8	2	2	1	6	World	Tropics	Medium
1469	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	4	2	1	1	1	1	8	2	3	2	6	World	Tropics	Medium
1470	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	3	2	1	2	1	2	8	2	1	1	6	World	Tropics	Medium
1471	NA-GMU	Factor	6	Natural_factors	NA	NA	NA	NA	1	2	2	2	2	1	2	8	2	4	4	6	World	Tropics	Medium
1472	NA-GMU	Factor	6	Natural_factors	NA	NA	NA	NA	2	1	1	2	4	4	4	8	2	4	4	6	World	Tropics	Medium
1473	NA-GMU	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	4	2	1	2	2	2	9	2	2	1	5	World	Tropics	Medium
1474	NA-GMU	Factor	2	Governance-related_factors	NA	NA	NA	NA	4	4	2	1	2	1	2	9	2	2	1	5	World	Tropics	Medium
1475	NA-GMU	Factor	5	Institutional_factors	NA	NA	NA	NA	2	4	1	1	3	2	3	9	2	2	1	5	World	Tropics	Medium
1476	NA-GMU	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	4	3	2	1	3	2	3	9	2	3	2	5	World	Tropics	Medium
1477	NA-GMU	Factor	1	Demographic_factors	NA	NA	NA	NA	2	4	2	1	1	2	2	9	2	2	1	5	World	Tropics	Medium
1478	NA-GMU	Factor	5	Institutional_factors	NA	NA	NA	NA	4	4	2	1	2	1	2	9	2	2	1	5	World	Tropics	Medium
1479	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	3	2	1	3	2	3	9	2	1	1	5	World	Tropics	Medium
1480	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	3	2	1	3	2	3	9	2	2	1	5	World	Tropics	Medium
1481	NA-GMU	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	2	2	2	2	3	2	3	9	2	1	1	5	World	Tropics	Medium
1482	NA-GMU	Factor	10	Spatial_factors	NA	NA	NA	NA	4	4	2	1	3	2	3	10	2	2	3	4	World	Tropics	Medium
1483	NA-GMU	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	2	2	4	1	3	2	3	10	2	1	1	4	World	Tropics	Medium
1484	NA-GMU	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	4	4	1	1	4	4	4	10	2	1	1	4	World	Tropics	Medium
1485	NA-GMU	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	4	3	1	2	1	2	10	2	2	1	4	World	Tropics	Medium
1486	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	3	2	1	3	4	4	10	2	2	1	4	World	Tropics	Medium
1487	NA-GMU	Factor	9	Socio-economic_factors	NA	NA	NA	NA	4	4	2	1	2	4	3	10	2	2	1	4	World	Tropics	Medium
1488	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	4	2	1	3	2	3	10	2	1	1	4	World	Tropics	Medium
1489	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	4	4	2	1	3	2	3	10	2	1	1	4	World	Tropics	Medium
1490	NA-GMU	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	2	3	4	2	1	2	11	3	2	3	3	World	Tropics	Medium
1491	NA-GMU	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	2	3	3	1	4	4	4	11	3	2	1	3	World	Tropics	Medium
1492	NA-GMU	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	3	2	3	3	3	3	11	3	3	1	3	World	Tropics	Medium
1493	NA-GMU	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	1	2	3	4	3	2	3	12	3	2	3	2	World	Tropics	Medium
1494	NA-GMU	Factor	1	Demographic_factors	NA	NA	NA	NA	3	4	3	4	1	1	1	12	3	2	1	2	World	Tropics	Medium
1495	NA-GMU	Factor	1	Demographic_factors	NA	NA	NA	NA	1	4	3	4	3	2	3	14	4	1	1	1	World	Tropics	Medium
1496	NA-GMU	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	4	3	4	3	3	3	14	4	2	1	1	World	Tropics	Medium
1497	NA-GMU	Factor	9	Socio-economic_factors	NA	NA	NA	NA	1	4	4	4	1	2	2	14	4	2	1	1	World	Tropics	Medium
1498	BR-CPB	Factor	5	Institutional_factors	NA	1	1	1	4	1	1	1	2	1	2	5	1	1	1	12	LatAm	Tropics	High
1499	BR-CPB	Factor	5	Institutional_factors	NA	3	3	2	3	3	1	1	1	0	1	6	1	3	1	11	LatAm	Tropics	High
1500	BR-CPB	Factor	8	Socio-cultural_factors	NA	4	2	2	3	3	1	1	1	1	1	6	1	3	1	11	LatAm	Tropics	High
1501	BR-CPB	Factor	2	Governance-related_factors	NA	2	2	2	4	2	1	1	1	2	2	6	1	2	1	11	LatAm	Tropics	High
1502	BR-CPB	Factor	2	Governance-related_factors	NA	4	4	2	4	3	1	1	1	1	1	6	1	3	1	11	LatAm	Tropics	High
1503	BR-CPB	Factor	8	Socio-cultural_factors	NA	3	3	2	4	3	1	1	2	1	2	7	1	2	2	10	LatAm	Tropics	High
1504	BR-CPB	Factor	8	Socio-cultural_factors	NA	4	4	2	3	3	1	1	3	1	2	7	1	2	2	10	LatAm	Tropics	High
1505	BR-CPB	Factor	5	Institutional_factors	NA	3	3	2	4	3	1	1	2	1	2	7	1	1	1	10	LatAm	Tropics	High
1506	BR-CPB	Factor	2	Governance-related_factors	NA	1	1	1	3	1	2	2	2	1	2	7	1	4	1	10	LatAm	Tropics	High
1507	BR-CPB	Factor	2	Governance-related_factors	NA	4	3	2	3	3	1	1	3	1	2	7	1	3	3	10	LatAm	Tropics	High
1508	BR-CPB	Factor	10	Spatial_factors	NA	1	1	1	3	1	1	2	3	2	3	7	1	2	2	10	LatAm	Tropics	High
1509	BR-CPB	Factor	4	Infrastructure-related_factors	NA	2	4	3	3	3	1	1	3	1	2	7	1	2	1	10	LatAm	Tropics	High
1510	BR-CPB	Factor	9	Socio-economic_factors	NA	4	2	3	3	3	2	2	1	1	1	8	2	3	3	9	LatAm	Tropics	High
1511	BR-CPB	Factor	8	Socio-cultural_factors	NA	2	2	2	4	2	1	1	4	3	4	8	2	2	2	9	LatAm	Tropics	High
1512	BR-CPB	Factor	8	Socio-cultural_factors	NA	3	3	2	3	3	1	1	3	2	3	8	2	2	1	9	LatAm	Tropics	High
1513	BR-CPB	Factor	8	Socio-cultural_factors	NA	3	4	3	4	4	1	1	2	1	2	8	2	2	2	9	LatAm	Tropics	High
1514	BR-CPB	Factor	5	Institutional_factors	NA	3	3	2	4	3	1	1	3	2	3	8	2	1	1	9	LatAm	Tropics	High
1515	BR-CPB	Factor	5	Institutional_factors	NA	3	3	2	3	3	1	1	3	2	3	8	2	2	1	9	LatAm	Tropics	High
1516	BR-CPB	Factor	2	Governance-related_factors	NA	2	3	2	4	3	1	1	3	2	3	8	2	3	2	9	LatAm	Tropics	High
1517	BR-CPB	Factor	2	Governance-related_factors	NA	4	4	2	3	3	1	1	3	2	3	8	2	2	3	9	LatAm	Tropics	High
1518	BR-CPB	Factor	2	Governance-related_factors	NA	4	2	2	2	3	1	1	3	2	3	8	2	2	3	9	LatAm	Tropics	High
1519	BR-CPB	Factor	2	Governance-related_factors	NA	4	3	2	3	3	1	1	3	3	3	8	2	3	1	9	LatAm	Tropics	High
1520	BR-CPB	Factor	2	Governance-related_factors	NA	4	3	2	3	3	1	1	3	2	3	8	2	4	1	9	LatAm	Tropics	High
1521	BR-CPB	Factor	7	Natural_resource-use_related_factors	NA	2	3	3	4	3	1	2	1	2	2	8	2	2	3	9	LatAm	Tropics	High
1522	BR-CPB	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	2	4	1	1	2	1	2	8	2	2	1	9	LatAm	Tropics	High
1523	BR-CPB	Factor	9	Socio-economic_factors	NA	2	4	4	3	4	1	1	2	1	2	8	2	2	1	9	LatAm	Tropics	High
1524	BR-CPB	Factor	9	Socio-economic_factors	NA	3	3	3	3	3	1	2	1	2	2	8	2	4	1	9	LatAm	Tropics	High
1525	BR-CPB	Factor	9	Socio-economic_factors	NA	3	3	2	3	3	1	1	3	2	3	8	2	2	2	9	LatAm	Tropics	High
1526	BR-CPB	Factor	4	Infrastructure-related_factors	NA	2	3	4	3	4	1	2	1	1	1	8	2	3	1	9	LatAm	Tropics	High
1527	BR-CPB	Factor	2	Governance-related_factors	NA	4	4	2	4	3	1	1	4	4	4	9	2	3	1	8	LatAm	Tropics	High
1528	BR-CPB	Factor	2	Governance-related_factors	NA	4	3	2	3	3	1	1	4	4	4	9	2	3	2	8	LatAm	Tropics	High
1529	BR-CPB	Factor	7	Natural_resource-use_related_factors	NA	2	3	4	3	4	1	1	3	3	3	9	2	2	1	8	LatAm	Tropics	High
1530	BR-CPB	Factor	7	Natural_resource-use_related_factors	NA	2	3	3	1	3	3	2	1	1	1	9	2	2	2	8	LatAm	Tropics	High
1531	BR-CPB	Factor	9	Socio-economic_factors	NA	3	3	4	4	4	1	1	3	3	3	9	2	4	1	8	LatAm	Tropics	High
1532	BR-CPB	Factor	9	Socio-economic_factors	NA	4	3	4	4	4	3	1	1	1	1	9	2	3	1	8	LatAm	Tropics	High
1533	BR-CPB	Factor	3	Industrial_production-related_factors	NA	2	2	2	1	2	3	3	1	1	1	9	2	4	4	8	LatAm	Tropics	High
1534	BR-CPB	Factor	8	Socio-cultural_factors	NA	4	4	3	2	4	1	1	4	4	4	10	2	2	2	7	LatAm	Tropics	High
1535	BR-CPB	Factor	7	Natural_resource-use_related_factors	NA	1	3	3	4	3	3	3	1	1	1	10	2	3	2	7	LatAm	Tropics	High
1536	BR-CPB	Factor	7	Natural_resource-use_related_factors	NA	3	4	3	3	4	1	1	4	4	4	10	2	3	2	7	LatAm	Tropics	High
1537	BR-CPB	Factor	7	Natural_resource-use_related_factors	NA	1	2	3	1	3	3	3	1	1	1	10	2	2	3	7	LatAm	Tropics	High
